Ticker,Sector,Industry,Market Cap,EBITDA,EPS,PE Ratio,Revenue,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Debt to Equity Ratio,Book Value per Share,Operating Cash Flow,Price-Earnings Growth,Beta,Share Price
DUK,Utilities,Utilities - Regulated Electric,86232162304,14106000384,5.57,20.041292,29750999040,0.14534001,0.26147,0.026619999,0.088369995,169.205,62.383,11520000000,,0.457,111.6299964
DD,Basic Materials,Specialty Chemicals,31802195968,2977999872,1.28,59.445312,12192000000,0.06553,0.16604,0.0292,0.02187,31.03,57.938,1836999936,,1.338,76.08999936
EMN,Basic Materials,Specialty Chemicals,10690656256,1684000000,7.46,12.363271,9344000000,0.09471,0.14976,0.049990002,0.15925,90.817,48.8,1199000064,,1.459,92.23000166
ETN,Industrials,Specialty Industrial Machinery,1.20E+11,5449999872,9.41,32.142403,24604999680,0.15314001,0.19228001,0.07403,0.20079,52.594,48.373,4028000000,,1.01,302.4600122
EBAY,Consumer Cyclical,Internet Retail,31968458752,2619000064,3.97,16.811083,10266000384,0.19677,0.23098,0.06922,0.35851002,145,11.245,1859000064,,1.337,66.73999951
ECL,Basic Materials,Specialty Chemicals,70391234560,3538599936,7.14,34.81653,15674600448,0.13045,0.14715,0.07416,0.25164,103.915,23.458,2899699968,,1.141,248.5900242
EIX,Utilities,Utilities - Regulated Electric,21752025088,6444000256,3.42,16.428362,17321000960,0.07632,0.21169001,0.0298,0.07411,202.126,36.208,4698999808,,0.935,56.18499804
EW,Healthcare,Medical Devices,42430214144,2052400000,2.59,27.776064,6314899968,0.65859,0.29113,0.106479995,0.19139,7.353,16.184,806400000,,1.12,71.94000576
EA,Communication Services,Electronic Gaming & Multimedia,30442027008,1890000000,3.9,29.761538,7408999936,0.14118,0.21481001,0.07274,0.13962,29.954,28.151,2198000128,,0.781,116.0699982
ELV,Healthcare,Healthcare Plans,94617632768,11347999744,25.66,15.899065,1.74E+11,0.03688,0.043860003,0.05844,0.15504,61.87,188.743,2131000064,,0.853,407.9700079
EMR,Industrials,Specialty Industrial Machinery,73494953984,4614000128,2.82,45.760532,17492000768,0.11251,0.17601,0.04335,0.05933,30.376,37.945,3332000000,,1.292,129.0447002
ENPH,Technology,Solar,8348262400,102900000,0.46,134.32608,1250240000,0.04912,0.1325,0.00565,0.06312,143.041,6.895,381851008,,1.767,61.7899968
ETR,Utilities,Utilities - Regulated Electric,32514971648,4596974080,4.11,18.448904,11862153216,0.1481,0.33657002,0.024149999,0.11951,188.807,70.113,4172163072,,0.701,75.82499544
EOG,Energy,Oil & Gas E&P,73138184192,13168000000,12.39,10.495157,23864000512,0.2992,0.35568002,0.12552,0.24908,13.911,52.369,12483999744,,1.289,130.0349952
EPAM,Technology,Information Technology Services,14390502400,659422016,7.69,32.991547,4636846080,0.09679,0.15467,0.08329,0.13094,4.654,62.673,600278016,,1.457,253.7049964
EQT,Energy,Oil & Gas E&P,29574643712,2601137920,0.75,66.08666,4623048192,0.06797,-0.22052,0.01047,0.018229999,67.324,34.103,2695083008,,1.069,49.564995
EFX,Industrials,Consulting Services,34236160000,1697699968,4.51,61.242786,5588199936,0.100659996,0.17138,0.05224,0.11927,108.422,39.621,1321799936,,1.594,276.2049649
EQIX,Real Estate,REIT - Specialty,87124983808,3352907008,11.07,81.56821,8401490944,0.12571,0.15682,0.025559999,0.08267,140.964,140.826,3266595072,,0.701,902.9600847
EQR,Real Estate,REIT - Residential,27145766912,1796182016,2.37,29.286922,2940828928,0.3157,0.29834,0.0273,0.08361,76.033,28.566,,,0.913,69.41000514
ERIE,Financial Services,Insurance Brokers,21505789952,710918720,10.71,38.401493,3688691968,0.1516,0.18504,0.15749,0.31418,0.406,37.253,566227008,,0.454,411.27999
ESS,Real Estate,REIT - Residential,18827792384,1109452032,8.55,33.064327,1752440064,0.31354,0.30375,0.02683,0.10176,113.371,84.55,1053654976,,0.897,282.6999959
EL,Consumer Defensive,Household & Personal Products,29676709888,2438000128,0.56,147.625,15450999808,0.01314,0.038680002,0.04572,0.03857,196.892,14.162,2098000000,,1.044,82.67
EG,Financial Services,Insurance - Reinsurance,15786899456,,64.08,5.7322097,16436500480,0.16853,0.16320999,0.03416,0.20858,22.087,356.628,5193999872,,0.629,367.3199976
EVRG,Utilities,Utilities - Regulated Electric,14582777856,2564199936,3.7,17.137838,5777800192,0.14769,0.34443,0.027880002,0.08733,137.464,43.593,2016600064,,0.608,63.4100006
ES,Utilities,Utilities - Regulated Electric,21258643456,4149131008,-1.61,,11623559168,-0.047259998,0.21024,0.02987,-0.03491,187.768,41.343,1994614016,,0.622,
EXC,Utilities,Utilities - Regulated Electric,40112812032,7148000256,2.43,16.427982,22923999232,0.106000006,0.19174999,0.02596,0.0933,173.221,26.494,5553999872,,0.61,39.91999626
EXPE,Consumer Cyclical,Travel Services,21801494528,1720000000,7.69,22.089077,13393999872,0.07966,0.21181999,0.041589998,0.38564998,255.417,10.261,2648999936,,1.785,169.8650021
EXPD,Industrials,Integrated Freight & Logistics,15976860672,1006916992,5.13,22.249512,9923577856,0.073860005,0.1005,0.12048,0.30290002,23.009,16.837,631998016,,0.974,114.1399966
EXR,Real Estate,REIT - Industrial,34041382912,2260791040,3.74,41.26738,3311250944,0.24412,0.46028,0.03329,0.05568,81.828,66.093,1843666048,,0.886,154.3400012
XOM,Energy,Oil & Gas Integrated,4.76E+11,71537999872,8.03,13.494396,3.44E+11,0.09802,0.13274,0.07083,0.14513999,15.394,61.112,56475000832,,0.88,108.3599999
FFIV,Technology,Software - Infrastructure,15700001792,782097984,9.55,28.047121,2816120064,0.20126,0.25844,0.0777,0.19117,6.895,53.867,792419008,,1.05,267.8500056
FDS,Financial Services,Financial Data & Stock Exchanges,17928482816,831163008,13.98,33.721745,2203056128,0.24381,0.23386,0.11006,0.30411,82.338,50.391,700337984,,0.752,471.4299951
FICO,Technology,Software - Application,45419061248,747456000,20.45,91.21858,1717526016,0.29858,0.4345,0.27847,,,-39.467,632963968,,1.352,1865.419961
FAST,Industrials,Industrial Distribution,43079266304,1693200000,2,37.57,7480099840,0.15439999,0.20317,0.2034,0.32698002,14.644,6.279,1244499968,,0.979,75.14
FRT,Real Estate,REIT - Retail,9339009024,739025984,3.44,31.718023,1185020032,0.24791001,0.35044998,0.03082,0.09324,135.474,34.745,567582976,,1.258,109.1099991
FDX,Industrials,Integrated Freight & Logistics,67096080384,10885000192,15.65,17.800589,87591002112,0.0462,0.0764,0.047270004,0.1507,,112.901,7269000192,,1.177,278.5792178
FIS,Technology,Information Technology Services,43507400704,3571000064,0.97,83.31505,10030999552,0.14146,0.2358,0.02592,0.03034,66.387,30.514,2912000000,,1.074,80.8155985
FITB,Financial Services,Banks - Regional,29905633280,,3.14,14.218153,8063000064,0.27583,0.36917,0.01041,0.119160004,,27.604,4997000192,,1.231,44.64500042
FSLR,Technology,Solar,17042563072,1716966016,11.62,13.6996565,3850810880,0.32412997,0.36275002,0.078990005,0.17964001,9.141,70.93,968112000,,1.481,159.1900085
FE,Utilities,Utilities - Regulated Electric,23127601152,3924000000,1.55,25.890324,13256999936,0.06729,0.22151,0.02707,0.083050005,173.13,21.563,2804999936,,0.495,40.1300022
FI,Technology,Information Technology Services,1.21E+11,8766000128,5.18,41.033783,20121999360,0.15222,0.30719,0.043169998,0.10618,89.406,48.686,6005000192,,0.919,212.5549959
FMC,Basic Materials,Agricultural Inputs,7075080192,703299968,12.19,4.649303,4167899904,0.34931,0.14849,0.028269999,0.38454,90.927,36.911,564400000,,0.853,56.67500357
F,Consumer Cyclical,Auto Manufacturers,39597441024,9360000000,0.88,11.322045,1.83E+11,0.01931,0.02678,0.00746,0.0799,359.359,11.15,14887000064,,1.636,9.9633996
FTNT,Technology,Software - Infrastructure,76434522112,1727900032,1.99,50.113064,5710799872,0.26790002,0.31152,0.12324,3.1152499,118.588,1.186,1972199936,,0.995,99.72499736
FTV,Technology,Scientific & Technical Instruments,27670915072,1698499968,2.5,31.901999,6195200000,0.14355,0.19379999,0.044299997,0.08615,38.261,30.426,1471399936,,1.174,79.7549975
FOXA,Communication Services,Entertainment,22317002752,3025999872,4.09,12.255501,14337000448,0.13399,0.2674,0.07429,0.17711,70.271,24.629,1996999936,,0.77,50.12499909
FOX,Communication Services,Entertainment,22295365632,3025999872,4.09,11.645476,14337000448,0.13399,0.2674,0.07429,0.17711,70.271,24.629,1996999936,,0.77,47.62999684
BEN,Financial Services,Asset Management,10684013568,1688400000,0.85,23.988234,8478000128,0.054819997,0.13069999,0.02464,0.04321,25.715,23.889,971299968,,1.402,20.3899989
FCX,Basic Materials,Copper,51577167872,9900000256,1.3,27.610771,25639999488,0.07812,0.29042998,0.08642,0.16870001,33.531,12.212,7043999744,,1.91,35.8940023
GRMN,Technology,Scientific & Technical Instruments,41836867584,1596897024,7.87,27.683863,5956843008,0.2548,0.27583,0.10241,0.21909,1.908,39.069,1414521984,,0.983,217.8720018
IT,Technology,Information Technology Services,41820291072,1298909952,13.53,40.072063,6138409984,0.1733,0.16731001,0.094960004,1.30419,282.147,13.737,1373896960,,1.322,542.1750124
GE,Industrials,Aerospace & Defense,2.07E+11,8935000064,6.09,31.680622,69953003520,0.08926,0.18247999,0.03017,0.22552,110.224,17.439,6543000064,,1.188,192.934988
GEHC,Healthcare,Health Information Services,40385839104,3571000064,3.65,24.218138,19559000064,0.08564,0.16059999,0.05637,0.21853,126.093,18.205,2088000000,,,88.3962037
GEV,Utilities,Utilities - Renewable,92743491584,1396999936,5.58,60.295506,34422001664,0.03675,-0.00247,,,9.346,34.509,3592999936,,,336.4489235
GEN,Technology,Software - Infrastructure,17099132928,1808999936,0.99,28.025253,3863000064,0.16153,0.41581002,0.06242,0.2766,409.342,3.406,2135000064,,1.054,27.74500047
GNRC,Industrials,Specialty Industrial Machinery,8680358912,660542976,4.8,30.39479,4124702976,0.07169,0.14369,0.059180003,0.123780005,65.432,40.497,718793024,,1.367,145.894992
GD,Industrials,Aerospace & Defense,72826912768,5402999808,13.11,20.202518,46045999104,0.07903,0.10205,0.05114,0.16952999,48.609,83.682,3144999936,,0.614,264.855011
GIS,Consumer Defensive,Packaged Foods,33371523072,4214599936,4.6,13.16087,19800600576,0.12136,0.175,0.07251,0.24168,139.823,16.807,3548699904,,0.107,60.540002
GM,Consumer Cyclical,Auto Manufacturers,55140323328,18371000320,9.37,5.35174,1.83E+11,0.06058,0.07857,0.026989998,0.14167,174.581,64.486,19645999104,,1.414,50.1458038
GPC,Consumer Cyclical,Auto Parts,16422932480,2055010944,7.76,15.221649,23302279168,0.046690002,0.063319996,0.056009997,0.24416,127.177,33.769,1449389056,,0.933,118.1199962
GILD,Healthcare,Drug Manufacturers - General,1.19E+11,13948999680,0.09,1065,28298999808,0.00445,0.41962,0.119619995,0.00561,126.415,14.827,10021999616,,0.192,95.85
GPN,Industrials,Specialty Business Services,28129333248,4356144128,5.3,20.854715,10024320000,0.13612,0.2663,0.03162,0.06064,74.476,89.667,3536706048,,0.979,110.5299895
GL,Financial Services,Insurance - Life,10213600256,1495667968,11.79,10.319762,5727482880,0.19037001,0.28285998,0.03308,0.23546,67.544,55.041,1456909952,,0.807,121.669994
GDDY,Technology,Software - Infrastructure,29970671616,1015600000,12.46,17.133226,4480900096,0.41335,0.22159,0.07535,,1107.373,2.542,1244899968,,1.114,213.479996
GS,Financial Services,Capital Markets,1.99E+11,,40.53,15.660006,49386999808,0.24648,0.32743,0.00737,0.1017,609.793,327.611,-88335998976,,1.342,634.7000432
HAL,Energy,Oil & Gas Equipment & Services,23464787968,5112000000,2.83,9.438163,23072999424,0.11038999,0.17114,0.10176,0.26293,83.993,11.727,3819000064,,1.905,26.71000129
HIG,Financial Services,Insurance - Property & Casualty,32885235712,4254000128,9.95,11.401006,26083999744,0.11612,0.14918,0.03165,0.19740999,25.629,57.335,5662000128,,0.936,113.4400097
HAS,Consumer Cyclical,Leisure,8160807936,772200000,-4.64,,4322800128,-0.14833,0.23562,0.047319997,-0.36224997,305.016,9.228,978300032,,0.619,
HCA,Healthcare,Medical Care Facilities,83941351424,13747000320,22.01,15.056564,69620998144,0.085159995,0.13781999,0.115109995,11.954511,5711.069,-8.573,10629000192,,1.689,331.3949736
DOC,Real Estate,REIT - Healthcare Facilities,14471476224,1400305024,0.49,42.22449,2556112896,0.12109999,0.16525999,0.01592,0.04085,96.594,12.243,1018214016,,1.117,20.6900001
HSIC,Healthcare,Medical Distribution,9495080960,922000000,2.44,31.211065,12499000320,0.025120001,0.06553,0.03876,0.06334,60.189,27.989,612000000,,0.867,76.1549986
HSY,Consumer Defensive,Confectioners,30470578176,2952748032,8.7,17.308023,10971834368,0.16166,0.22027999,0.12749,0.43405998,134.227,20.781,2347642880,,0.374,150.5798001
HES,Energy,Oil & Gas E&P,44633976832,6984999936,8.58,16.88345,12462999552,0.21183,0.33291,0.115150005,0.2885,81.969,35.236,5632000000,,1.16,144.860001
HPE,Technology,Communication Equipment,27977070592,4909000192,1.93,11.020726,29020000256,0.06392,0.07808,0.02484,0.086660005,53.696,17.004,5153999872,,1.206,21.27000118
HLT,Consumer Cyclical,Lodging,61823823872,2456999936,4.67,54.305138,4695000064,0.25069,0.50161,0.09082,,,-14.186,1896000000,,1.307,253.6049945
HOLX,Healthcare,Medical Instruments & Supplies,16245284864,1242700032,3.32,21.677711,3987599872,0.17592,0.24355,0.06446,0.13846,49.407,21.944,1176899968,,0.986,71.97000052
HD,Consumer Cyclical,Home Improvement Retail,4.16E+11,24757999616,14.74,28.391588,1.55E+11,0.0945,0.13472,0.15313,4.04933,1095.368,5.839,19872000000,,1.011,418.4920071
HON,Industrials,Conglomerates,1.44E+11,9164000256,8.67,25.479803,37850001408,0.15015,0.2207,0.07332,0.31865,177.821,26.768,6770999808,,1.025,220.909892
HRL,Consumer Defensive,Packaged Foods,16882149376,1353831040,1.47,20.918367,11980785664,0.065170005,0.08943,0.05164,0.10005,36.305,14.347,1177208064,,0.254,30.74999949
HST,Real Estate,REIT - Hotel & Motel,12211497984,1515000064,1.03,16.733011,5590000128,0.12898,0.08176,0.037639998,0.105229996,81.953,9.602,1474000000,,1.344,17.23500133
HWM,Industrials,Aerospace & Defense,51119820800,1772000000,2.6,48.396156,7270000128,0.14814,0.22452,0.09047,0.25719,78.925,10.925,1276000000,,1.293,125.8300056
HPQ,Technology,Computer Hardware,30744770560,5045000192,2.81,11.666904,53320998912,0.053319998,0.07486,0.07047,,,-1.444,4100999936,,1.087,32.78400024
HUBB,Industrials,Electrical Equipment & Parts,21892732928,1266200064,13.89,29.36717,5640000000,0.1333,0.21149,0.10549,0.25344,64.783,59.902,904300032,,0.899,407.9099913
HUM,Healthcare,Healthcare Plans,36207587328,3779000064,11.46,26.239094,1.15E+11,0.011820001,0.02664,0.040149998,0.078379996,75.908,145.875,-3640000000,,0.52,300.7000172
HBAN,Financial Services,Banks - Regional,24857243648,,1.22,14.016394,6689999872,0.24709,0.37835,0.00865,0.08545,,12.536,1228999936,,1.057,17.10000068
HII,Industrials,Aerospace & Defense,7736253952,1071000000,17.7,11.170056,11708000256,0.05987,0.04147,0.042680003,0.17666,67.095,107.414,564000000,,0.548,197.7099912
IBM,Technology,Information Technology Services,2.08E+11,14675999744,6.86,32.725773,62579998720,0.10222,0.14130999,0.047270004,0.26729,245.112,26.44,13578000384,,0.71,224.4988028
IEX,Industrials,Specialty Industrial Machinery,16681842688,862700032,6.44,34.208076,3194800128,0.1535,0.22375,0.06906,0.13592,55.059,50.315,696499968,,0.952,220.3000094
IDXX,Healthcare,Diagnostics & Research,34442342400,1299420032,10.35,40.63961,3844816896,0.22530001,0.37455,0.22787,0.59424,61.696,19.723,916827008,,1.357,420.6199635
ITW,Industrials,Specialty Industrial Machinery,76715991040,4652000256,11.56,22.473183,15948999680,0.21663,0.26752,0.17029,1.08036,246.05,11.483,3206000128,,1.109,259.7899955
INCY,Healthcare,Biotechnology,14242614272,80491000,0.09,821.4444,4075859968,0.00797,0.14961,-0.00124,0.00802,1.151,16.448,101848000,,0.71,73.929996
IR,Industrials,Specialty Industrial Machinery,36649910272,1901100032,2.05,44.360977,7157799936,0.11715999,0.20698999,0.053400002,0.08479,47.256,25.455,1451900032,,1.422,90.94000285
PODD,Healthcare,Medical Devices,19437123584,410600000,5.88,47.12585,1983900032,0.21215999,0.16198,0.07566,0.48786,128.909,15.939,327800000,,1.219,277.099998
INTC,Technology,Semiconductors,85893398528,10439000064,-3.74,,54246998016,-0.29423,-0.010460001,-0.00263,-0.15597,47.906,23.099,9747000320,,1.026,
ICE,Financial Services,Financial Data & Stock Exchanges,91770716160,5558000128,4.21,37.96437,9157000192,0.26525998,0.4768,0.01983,0.09408,78.899,47.444,4072000000,,1.092,159.8299977
IFF,Basic Materials,Specialty Chemicals,22203424768,1876000000,-9.08,,11416000512,-0.20331,0.08547,0.01613,-0.1453,66.117,57.783,1346000000,,1.238,
IP,Consumer Cyclical,Packaging & Containers,20407093248,1955000064,1.17,50.205986,18639998976,0.02253,0.05356,0.02327,0.04797,69.707,24.839,1772999936,,0.988,58.74100362
IPG,Communication Services,Advertising Agencies,10786171904,1732099968,2.12,13.65802,9338900480,0.086540006,0.16194999,0.05392,0.21792999,111.806,10.002,1081900032,,1.09,28.9550024
INTU,Technology,Software - Application,1.69E+11,4496000000,10.25,59.029266,16284999680,0.18195,0.15697,0.08039,0.16597,,65.78,4883999744,,1.246,605.0499765
ISRG,Healthcare,Medical Instruments & Supplies,2.05E+11,2505100032,6.42,89.66978,7866899968,0.28513,0.28325,0.0795,0.15973,,43.749,1820700032,,1.389,575.6799876
IVZ,Financial Services,Asset Management,8530371072,1053000000,-0.91,,5887399936,-0.030030001,0.19670999,0.019129999,-0.00944,5.597,23.905,1587399936,,1.424,
INVH,Real Estate,REIT - Residential,19131684864,1407630976,0.72,43.374996,2554563072,0.17238002,0.26127002,0.02244,0.04369,90.848,16.187,1036540992,,1.014,31.22999712
IQV,Healthcare,Diagnostics & Research,37026000896,2827000064,7.62,26.771654,15315000320,0.09174,0.14836,0.051149998,0.22001,200.258,38.365,2577999872,,1.513,204.0000035
IRM,Real Estate,REIT - Specialty,28729735168,2001980032,0.36,271.94443,5988459008,0.01748,0.19572,0.04216,0.54398996,,-0.883,1212321024,,1.023,97.8999948
JBHT,Industrials,Integrated Freight & Logistics,17472436224,1577556992,5.55,31.308105,12244555776,0.046469998,0.07304,0.06194,0.14192,47.555,39.673,1380525952,,1.141,173.7599828
JBL,Technology,Electronic Components,17528688640,2143000064,10.58,15.174859,28882999296,0.048060004,0.05327,0.04918,0.60295,207.887,15.271,1716000000,,1.245,160.5500082
JKHY,Technology,Information Technology Services,12892637184,571171968,5.47,32.305305,2245157120,0.17785999,0.25171,0.11213,0.22278,10.28,26.385,527798016,,0.636,176.7100183
J,Industrials,Engineering & Construction,17152790528,1476304000,4.78,28.935144,16948610048,0.03717,0.07455,0.049829997,0.093260005,47.856,53.252,1077504000,,0.702,138.3099883
JNJ,Healthcare,Drug Manufacturers - General,3.64E+11,30051999744,5.79,26.118309,87695998976,0.16744,0.24516001,0.08403,0.20889,50.958,29.144,25145999360,,0.518,151.2250091
JCI,Industrials,Building Products & Equipment,50031935488,3232000000,2.08,36.4375,22951999488,0.07429,0.14405,0.03556,0.0805,54.68,24.197,2098000000,,1.306,75.79
JPM,Financial Services,Banks - Diversified,7.44E+11,,19.75,13.456962,1.62E+11,0.33163,0.43787998,0.013259999,0.16216,,115.15,-1.30E+11,,1.091,265.7749995
JNPR,Technology,Communication Equipment,12040051712,498500000,0.76,47.848686,5034299904,0.0497,0.08452,0.02182,0.055760004,39.109,14.031,517400000,,0.921,36.36500136
K,Consumer Defensive,Packaged Foods,28263512064,2032000000,2.99,27.423079,12798999552,0.07852,0.15002,0.06087,0.26036,173.603,10.589,1538000000,,0.395,81.99500621
KVUE,Consumer Defensive,Household & Personal Products,41249849344,3454000128,0.55,39.11818,15459000320,0.06883,0.19850999,0.065,0.098809995,82.929,5.555,1926000000,,,21.514999
KDP,Consumer Defensive,Beverages - Non-Alcoholic,42572185600,4230000128,1.66,18.906628,15148000256,0.15038,0.23181999,0.04185,0.09052,67.319,18.408,1667000064,,0.634,31.38500248
KEY,Financial Services,Banks - Regional,19274749952,,-0.32,,4851999744,0.0305,-0.86054003,0.00077,0.009670001,,14.479,-26000000,,1.231,
KEYS,Technology,Scientific & Technical Instruments,28673984512,1187000064,3.51,47.17379,5002999808,0.18249,0.17091,0.0644,0.18031,38.929,30.141,1071000000,,0.981,165.5800029
KMB,Consumer Defensive,Household & Personal Products,43479773184,3897999872,7.71,16.910507,20099999744,0.1297,0.15246001,0.114630006,2.30998,517.798,3.853,3632000000,,0.412,130.380009
KIM,Real Estate,REIT - Retail,15601605632,1195842048,0.54,42.86111,1963219968,0.1958,0.33708,0.02132,0.03829,78.638,15.611,956278016,,1.485,23.1449994
KMI,Energy,Oil & Gas Midstream,60650770432,6568999936,1.17,23.333334,15150999552,0.16765,0.27467,0.03848,0.083500005,101.433,13.686,6447000064,,0.907,27.30000078
KKR,Financial Services,Asset Management,1.53E+11,,3.22,51.447205,27816323072,0.107530005,0.2619,0.01574,0.08284,83.045,27.138,7868657152,,1.606,165.6600001
KLAC,Technology,Semiconductor Equipment & Materials,93393903616,4249192960,21.85,31.955147,10256832512,0.28921,0.39413,0.16156,0.90577006,191.76,26.601,3420072960,,1.29,698.219962
KHC,Consumer Defensive,Packaged Foods,35796512768,6446000128,1.11,26.67045,26129999872,0.05243,0.21431999,0.03844,0.027999999,41.451,39.974,4152000000,,0.475,29.6041995
KR,Consumer Defensive,Grocery Stores,43962683392,8067999744,3.78,16.072752,1.50E+11,0.018609999,0.01993,0.059609998,0.24285999,229.201,12.338,5888000000,,0.471,60.75500256
LHX,Industrials,Aerospace & Defense,40872505344,3705999872,6.34,33.989746,21141999616,0.05709,0.098450005,0.03553,0.06258,67.726,100.228,2219000064,,0.726,215.4949896
LH,Healthcare,Diagnostics & Research,20710762496,1673500032,5.27,46.986717,12712800256,0.03426,0.08291,0.03964,0.05432,95.001,97.613,1388199936,,1.036,247.6199986
LRCX,Technology,Semiconductor Equipment & Materials,95922749440,4920197120,3.09,24.126215,15591300096,0.2602,0.30331,0.14961,0.49116,58.827,6.557,5269577216,,1.486,74.55000435
LW,Consumer Defensive,Packaged Foods,8605531136,1294400000,2.54,23.75197,6456399872,0.09573,0.12823,0.08644,0.37015,221.158,12.444,793800000,,0.715,60.3300038
LVS,Consumer Cyclical,Resorts & Casinos,31342872576,3863000064,2.02,21.40099,11317000192,0.1329,0.19202,0.07383,0.45166,384.206,4.726,3295000064,,1.117,43.2299998
LDOS,Technology,Information Technology Services,19285071872,2056999936,8.79,16.442549,16277000192,0.07366,0.12291,0.08445,0.27035,110.135,34.604,1396999936,,0.688,144.5300057
LEN,Consumer Cyclical,Residential Construction,35970785280,5534482944,14.31,9.522712,36462747648,0.11512,0.13887,0.087790005,0.15878001,14.665,101.062,4018071040,,1.619,136.2700087
LII,Industrials,Building Products & Equipment,23347511296,1054700032,21.06,31.12061,5151099904,0.14632,0.20125,0.19367,1.65014,188.727,21.161,919600000,,1.078,655.4000466
LLY,Healthcare,Drug Manufacturers - General,7.28E+11,16566500352,9.29,87.09364,40863301632,0.20482999,0.39773998,0.13946,0.65318,218.081,15.825,6032200192,,0.43,809.0999156
LIN,Basic Materials,Specialty Chemicals,2.09E+11,12581000192,13.18,33.23786,33024999424,0.19328,0.2719,0.06832,0.1619,54.828,82.269,9340999680,,0.949,438.0749948
LYV,Communication Services,Entertainment,32829229056,1534734976,0.9,158.18335,23315468288,0.0201,0.08307,0.03192,0.35808998,419.155,1.256,1296225024,,1.334,142.365015
LKQ,Consumer Cyclical,Auto Parts,9994162176,1732000000,2.71,14.186347,14499000320,0.049039997,0.09235,0.05435,0.117740005,92.384,23.867,1098000000,,1.286,38.44500037
LMT,Industrials,Aerospace & Defense,1.10E+11,10225999872,27.65,16.846292,71295000576,0.09363,0.12687,0.09992,0.81037,268.347,30.508,8313999872,,0.481,465.7999738
L,Financial Services,Insurance - Property & Casualty,18580140032,3233999872,7.52,11.408245,17222000640,0.09714,0.15069,0.02079,0.10669,52.247,79.281,2560999936,,0.818,85.7900024
LOW,Consumer Cyclical,Home Improvement Retail,1.50E+11,12433000448,12.03,22.027431,84023001088,0.08248,0.14615,0.14649999,,,-26.22,9587000320,,1.098,264.9899949
LULU,Consumer Cyclical,Apparel Retail,50386706432,2699964928,13.82,29.93765,9989289984,0.16343,0.22784,0.22567,0.43159,36.186,33.529,2344614912,,1.237,413.738323
LYB,Basic Materials,Specialty Chemicals,25425225728,4421000192,6.59,11.880121,40733999104,0.052729998,0.0777,0.0506,0.1586,92.277,42.236,3408000000,,1.091,78.28999739
MTB,Financial Services,Banks - Regional,33051461632,,14.64,13.606557,8498999808,0.28109,0.42766997,0.01135,0.08676,,159.39,2734000128,,0.732,199.1999945
MPC,Energy,Oil & Gas Refining & Marketing,48137641984,10341000192,12.89,11.61986,1.43E+11,0.031719998,0.03243,0.05155,0.21053,114.328,58.255,7581000192,,1.371,149.7799954
MKTX,Financial Services,Capital Markets,8426933248,412735008,7.39,30.243572,811940992,0.34320998,0.42646,0.1183,0.21625,5.424,36.747,350673984,,1.053,223.4999971
MAR,Consumer Cyclical,Lodging,80323584000,4112999936,9.56,30.234833,6569999872,0.42131,0.58181,0.091450006,,,-8.69,3182000128,,1.585,289.0450035
MMC,Financial Services,Insurance Brokers,1.09E+11,7246000128,8.1,27.410492,23945000960,0.16822,0.20994,0.08321,0.32048,106.462,27.876,4128999936,,0.937,222.0249852
MLM,Basic Materials,Building Materials,33383866368,1945500032,32.22,16.952793,6513200128,0.3046,0.2631,0.05549,0.23437001,48.348,150.021,1328400000,,0.897,546.2189905
MAS,Industrials,Building Products & Equipment,17371029504,1494000000,3.76,21.413563,7881999872,0.10543,0.18003,0.15691,5.70874,2238.028,-0.408,1152999936,,1.25,80.51499688
MA,Financial Services,Credit Services,5.05E+11,16784000000,13.25,41.550186,27225999360,0.45262,0.59301996,0.22886999,1.7757801,244.839,8.087,14076000256,,1.101,550.5399645
MTCH,Communication Services,Internet Content & Information,8876066816,993089984,2.23,15.852017,3485424896,0.17864001,0.27456,0.123950005,,,-0.349,954128000,,1.487,35.34999791
MKC,Consumer Defensive,Packaged Foods,20695044096,1270200064,2.92,26.428253,6678499840,0.11868,0.17282,0.05164,0.15067,84.828,20.203,1040400000,,0.764,77.17049876
MCD,Consumer Cyclical,Restaurants,2.09E+11,13845499904,11.4,25.543861,25938700288,0.3179,0.46974,0.13629,,,-7.224,9304899584,,0.735,291.2000154
MCK,Healthcare,Medical Distribution,76297379840,4889999872,19.34,31.078114,3.30E+11,0.00768,0.00796,0.03917,,,-23.767,5120999936,,0.436,601.0507248
