Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2312,36,3,Marketing,Finance,16,Hybrid,52,0,1,1,3,0,2,4,0,2,0,3,South America
EMP2313,25,4,Marketing,Education,23,Hybrid,47,12,3,3,1,0,0,5,1,1,2,2,Oceania
EMP2314,42,2,Designer,Consulting,25,Onsite,31,2,3,1,2,1,0,4,1,5,1,2,Europe
EMP2315,53,1,HR,Healthcare,7,Onsite,36,6,4,1,0,1,0,1,0,2,1,3,Europe
EMP2316,31,1,HR,IT,12,Hybrid,40,6,3,3,0,0,2,2,2,1,0,1,South America
EMP2317,59,2,Project Manager,Healthcare,31,Hybrid,48,11,1,1,1,1,2,3,0,4,0,2,Africa
EMP2318,39,2,Project Manager,Consulting,23,Hybrid,30,14,2,2,1,1,0,2,1,2,2,1,Asia
EMP2319,36,3,Software Engineer,Finance,9,Remote,32,10,5,2,2,1,0,4,0,1,1,1,Oceania
EMP2320,39,2,Designer,Manufacturing,28,Hybrid,48,14,4,3,1,0,1,4,1,2,1,1,North America
EMP2321,25,2,Sales,Retail,19,Remote,25,3,1,1,3,1,1,5,2,2,0,3,North America
EMP2322,42,2,Software Engineer,Consulting,8,Remote,35,0,1,3,2,1,0,3,2,2,2,1,Europe
EMP2323,57,1,Software Engineer,Finance,4,Hybrid,32,1,5,3,3,0,2,1,0,4,0,1,North America
EMP2324,28,4,HR,Consulting,26,Remote,42,2,2,2,0,0,2,3,2,2,0,3,Oceania
EMP2325,41,2,Sales,Consulting,9,Hybrid,50,12,1,3,2,1,0,4,0,1,1,2,South America
EMP2326,33,4,Software Engineer,Retail,22,Onsite,25,8,3,3,1,0,1,3,2,1,2,2,North America
EMP2327,51,4,Project Manager,IT,7,Onsite,31,15,3,3,3,1,1,5,2,2,2,2,Oceania
EMP2328,29,4,Software Engineer,Manufacturing,24,Remote,28,7,5,1,0,0,0,1,1,2,0,2,Europe
EMP2329,48,4,Sales,Retail,6,Remote,27,6,1,2,0,0,1,1,1,3,0,1,Oceania
EMP2330,48,3,Data Scientist,Retail,14,Remote,58,14,2,2,0,1,1,3,2,4,1,1,South America
EMP2331,46,2,Designer,Healthcare,9,Onsite,22,8,4,1,3,0,1,3,1,1,0,2,Oceania
EMP2332,23,2,HR,Finance,9,Remote,20,4,3,2,0,0,1,1,1,2,2,1,Oceania
EMP2333,48,3,Marketing,Manufacturing,11,Remote,52,14,1,1,1,1,0,4,1,1,0,1,Oceania
EMP2334,57,1,HR,Retail,6,Remote,28,10,2,3,1,0,2,3,2,1,2,3,Oceania
EMP2335,43,3,Designer,Manufacturing,26,Remote,51,15,2,3,3,1,1,3,0,4,1,3,Oceania
EMP2336,52,1,Marketing,Education,35,Hybrid,57,0,2,1,0,1,0,2,2,1,1,2,Oceania
EMP2337,42,4,Data Scientist,Manufacturing,30,Onsite,33,1,5,3,2,0,1,5,1,4,2,1,Oceania
EMP2338,47,4,Sales,Consulting,14,Remote,50,7,4,1,1,1,0,3,0,4,2,3,South America
EMP2339,28,1,Software Engineer,Consulting,27,Remote,54,5,2,1,2,0,1,3,1,5,0,1,North America
EMP2340,34,4,HR,Education,3,Hybrid,22,5,2,1,0,0,1,2,1,3,1,3,South America
EMP2341,32,2,Data Scientist,Manufacturing,21,Hybrid,37,8,1,2,0,1,2,1,0,1,0,1,North America
EMP2342,55,2,Project Manager,Finance,29,Hybrid,52,5,1,2,3,1,1,3,2,4,1,1,Asia
EMP2343,25,4,Software Engineer,IT,15,Onsite,56,1,4,3,1,0,0,3,0,4,0,2,Africa
EMP2344,47,3,Software Engineer,Finance,12,Hybrid,45,9,2,2,2,0,1,4,0,5,2,1,Asia
EMP2345,24,1,Project Manager,Consulting,3,Hybrid,53,5,2,2,1,1,1,4,2,1,1,2,North America
EMP2346,36,4,Designer,Consulting,10,Hybrid,49,11,3,2,3,1,2,1,1,5,2,2,Oceania
EMP2347,39,4,Project Manager,Education,13,Hybrid,43,3,5,3,1,1,1,1,2,3,1,2,Europe
EMP2348,38,2,Sales,IT,16,Onsite,32,1,4,1,2,1,0,2,1,2,0,1,Europe
EMP2349,25,4,Designer,Retail,13,Onsite,51,2,5,1,2,0,2,3,2,3,0,2,Europe
EMP2350,23,3,Marketing,Manufacturing,29,Remote,35,1,3,3,1,1,0,1,0,2,2,3,South America
EMP2351,41,4,HR,IT,26,Remote,60,0,5,3,2,0,0,3,1,2,2,2,Asia
EMP2352,53,4,Marketing,Finance,14,Remote,38,0,2,1,3,1,2,2,0,5,0,1,Africa
EMP2353,22,4,Project Manager,Retail,28,Hybrid,58,5,2,1,2,0,2,2,0,5,1,2,Asia
EMP2354,59,1,Marketing,Consulting,14,Remote,46,2,2,1,0,0,0,3,1,1,0,2,Africa
EMP2355,32,2,HR,Retail,15,Hybrid,30,13,1,1,1,0,1,3,1,5,0,2,North America
EMP2356,37,1,Marketing,IT,31,Onsite,23,14,5,1,0,0,1,3,2,3,0,3,Asia
EMP2357,51,2,HR,Healthcare,27,Hybrid,50,0,4,1,2,1,1,2,1,4,2,3,Asia
EMP2358,56,4,Software Engineer,Education,3,Remote,44,0,5,1,0,0,1,3,0,2,0,2,Asia
EMP2359,42,4,Designer,Retail,29,Remote,29,9,5,3,1,0,0,2,0,4,1,1,Europe
EMP2360,42,3,Designer,Consulting,12,Remote,25,10,1,2,0,1,1,3,1,3,1,2,North America
EMP2361,24,3,HR,Consulting,31,Remote,40,10,5,1,0,0,1,3,1,1,0,3,Asia
EMP2362,34,2,Sales,Retail,7,Onsite,38,3,4,1,1,0,1,2,2,2,1,3,Asia
EMP2363,33,2,Software Engineer,Finance,24,Onsite,53,7,3,1,0,0,0,2,2,5,1,1,Europe
EMP2364,51,2,Project Manager,Retail,21,Hybrid,33,11,5,1,3,1,1,3,1,1,0,1,Europe
EMP2365,32,1,HR,IT,22,Remote,48,6,4,3,1,0,0,1,1,3,1,2,Oceania
EMP2366,48,1,HR,Healthcare,17,Hybrid,30,9,1,2,2,0,0,5,2,5,2,3,South America
EMP2367,22,3,Data Scientist,Education,17,Hybrid,56,4,3,3,2,0,2,1,2,2,2,1,Africa
EMP2368,58,2,HR,Finance,13,Hybrid,25,11,2,2,2,1,1,2,1,3,2,3,North America
EMP2369,32,2,Data Scientist,Retail,11,Remote,35,12,3,3,2,0,0,5,2,1,2,2,Asia
EMP2370,43,4,HR,IT,7,Remote,43,14,1,2,3,0,0,1,1,4,2,1,North America
EMP2371,43,2,Software Engineer,Consulting,24,Onsite,48,6,4,3,3,1,2,2,0,4,2,1,North America
EMP2372,56,4,Designer,Finance,27,Hybrid,28,7,5,2,1,1,2,3,1,2,2,2,Asia
EMP2373,39,1,Software Engineer,IT,32,Onsite,20,14,2,3,1,0,2,3,1,1,0,2,Africa
EMP2374,35,1,Sales,Education,23,Hybrid,29,11,5,3,3,1,1,3,2,5,0,3,Africa
EMP2375,40,1,Sales,Healthcare,2,Hybrid,44,0,1,2,3,0,1,3,1,1,1,1,Africa
EMP2376,28,1,Sales,IT,22,Onsite,28,6,5,3,2,1,0,1,2,5,1,3,Europe
EMP2377,24,1,Project Manager,Manufacturing,8,Onsite,33,5,4,1,1,1,0,3,1,2,2,3,South America
EMP2378,53,2,HR,Retail,33,Hybrid,32,4,3,1,3,1,0,1,0,3,2,3,Asia
EMP2379,29,3,Sales,Healthcare,33,Remote,27,12,1,3,1,1,1,2,1,1,2,3,South America
EMP2380,23,3,Software Engineer,Education,1,Hybrid,27,7,2,3,2,0,2,4,0,1,0,3,South America
EMP2381,36,3,HR,Finance,22,Remote,43,14,3,2,0,0,1,3,1,4,2,2,North America
EMP2382,36,2,Sales,Education,2,Remote,54,12,5,3,2,0,1,4,1,2,2,2,South America
EMP2383,57,4,Software Engineer,IT,17,Hybrid,28,6,5,1,1,0,1,4,0,3,0,3,North America
EMP2384,40,3,Project Manager,Finance,27,Hybrid,43,5,1,1,1,0,0,5,0,2,2,1,North America
EMP2385,58,4,Project Manager,Manufacturing,34,Remote,25,3,4,2,1,0,1,2,1,1,1,1,Oceania
EMP2386,23,4,Sales,IT,21,Remote,46,6,5,3,1,0,2,1,0,5,2,2,Africa
EMP2387,43,2,Designer,Education,33,Remote,34,14,3,1,2,0,0,1,2,3,2,3,Africa
EMP2388,59,4,HR,Education,15,Onsite,27,14,2,2,0,0,2,1,2,4,2,1,Europe
EMP2389,48,2,Marketing,IT,13,Onsite,27,3,3,1,3,1,1,2,1,1,2,3,Europe
EMP2390,38,2,Marketing,Retail,11,Hybrid,21,11,4,2,0,1,2,1,1,4,1,3,Africa
EMP2391,56,3,Project Manager,Finance,2,Remote,20,7,2,3,0,1,0,2,1,1,0,2,Oceania
EMP2392,29,1,Project Manager,Finance,12,Remote,42,2,2,1,0,1,2,2,0,2,2,3,North America
EMP2393,37,3,Software Engineer,Retail,10,Remote,35,0,4,2,3,0,2,4,1,1,1,2,Oceania
EMP2394,32,4,Project Manager,IT,24,Onsite,60,4,3,1,1,1,0,4,2,1,0,2,Europe
EMP2395,43,1,Designer,Finance,30,Remote,24,15,5,3,2,0,1,1,0,3,0,1,Asia
EMP2396,43,2,Project Manager,Retail,25,Remote,58,10,3,1,0,0,1,1,2,5,2,1,Europe
EMP2397,25,2,HR,IT,21,Remote,26,13,3,2,1,1,1,2,1,3,1,3,Africa
EMP2398,29,4,Project Manager,Consulting,30,Remote,34,0,1,1,2,0,1,1,1,5,1,2,Africa
EMP2399,59,4,HR,Retail,27,Hybrid,53,15,3,2,2,1,1,5,1,3,0,1,Europe
EMP2400,33,3,Software Engineer,Healthcare,31,Remote,44,8,5,1,3,1,0,2,0,5,1,2,Africa
EMP2401,22,3,HR,Retail,6,Remote,48,14,5,2,3,1,0,1,1,1,1,2,North America
EMP2402,45,1,Marketing,IT,27,Remote,33,11,4,1,3,1,2,5,2,3,2,3,Oceania
EMP2403,24,2,Sales,Education,24,Onsite,33,2,2,1,2,0,2,1,2,2,0,2,Europe
EMP2404,28,2,Sales,Healthcare,11,Onsite,45,7,3,2,1,0,0,1,0,1,0,3,Asia
EMP2405,29,4,Software Engineer,Education,14,Hybrid,23,8,1,2,0,1,0,3,1,1,2,1,Europe
EMP2406,56,3,Software Engineer,Retail,22,Onsite,52,6,2,1,0,0,0,4,2,5,2,3,North America
EMP2407,59,1,Data Scientist,Finance,24,Remote,48,3,3,2,1,1,2,5,2,5,2,3,South America
EMP2408,24,3,Data Scientist,Education,5,Remote,42,2,3,3,2,1,1,4,2,5,0,1,Oceania
EMP2409,26,3,Project Manager,IT,12,Remote,49,6,5,2,1,0,2,5,2,4,1,3,Asia
EMP2410,59,2,HR,Education,12,Onsite,24,12,1,3,1,0,2,4,1,4,2,1,Europe
EMP2411,41,1,Sales,Healthcare,30,Hybrid,59,3,4,3,0,1,0,5,1,1,0,2,Europe
EMP2412,40,3,HR,Manufacturing,7,Remote,48,0,1,3,2,0,1,3,1,2,2,3,Oceania
EMP2413,48,2,Sales,Finance,27,Onsite,55,8,3,2,0,1,2,3,0,4,0,1,South America
EMP2414,60,2,Marketing,Manufacturing,26,Remote,56,13,3,2,2,0,2,5,0,5,2,3,Oceania
EMP2415,32,2,Software Engineer,Finance,7,Remote,47,10,5,2,0,0,0,5,2,2,0,3,Europe
EMP2416,55,2,Sales,Healthcare,9,Remote,49,13,2,2,3,1,0,1,0,1,0,3,North America
EMP2417,52,4,Designer,Education,33,Remote,42,1,1,2,3,0,1,3,0,1,0,1,Asia
EMP2418,40,3,Designer,Education,33,Onsite,57,14,3,3,2,1,1,4,1,5,0,2,South America
EMP2419,56,3,Software Engineer,Manufacturing,19,Onsite,32,1,2,3,3,0,0,2,2,4,0,2,North America
EMP2420,28,1,HR,Consulting,34,Hybrid,28,12,1,2,3,0,1,1,0,3,1,1,Africa
EMP2421,43,1,Data Scientist,Manufacturing,16,Remote,24,10,3,2,3,0,0,5,1,4,1,3,South America
EMP2422,53,1,Sales,Consulting,9,Hybrid,32,7,3,3,0,1,0,5,0,3,2,3,South America
EMP2423,45,4,Marketing,Consulting,32,Hybrid,20,4,5,1,2,0,0,1,0,1,0,3,Europe
EMP2424,39,1,HR,Finance,26,Hybrid,24,10,5,3,1,1,0,2,1,3,1,3,Europe
EMP2425,57,1,Software Engineer,Education,29,Remote,52,0,3,3,1,0,1,1,2,3,2,2,Asia
EMP2426,24,3,Sales,Healthcare,13,Onsite,53,7,3,2,3,1,0,2,2,3,0,3,Africa
EMP2427,27,2,Software Engineer,Manufacturing,11,Onsite,43,14,3,2,0,1,0,5,2,5,2,1,South America
EMP2428,40,1,Designer,Finance,33,Onsite,56,6,2,1,2,0,2,5,1,1,2,3,Asia
EMP2429,27,4,Designer,Healthcare,13,Remote,43,14,4,3,0,1,2,3,0,5,1,1,Asia
EMP2430,22,3,Sales,Retail,13,Remote,40,11,3,2,3,0,1,4,2,2,2,3,South America
EMP2431,33,2,Designer,IT,14,Hybrid,22,14,3,3,0,1,2,1,0,3,0,3,Asia
EMP2432,48,1,Software Engineer,Retail,31,Hybrid,45,9,3,2,2,0,1,2,2,1,2,1,Asia
EMP2433,24,4,Marketing,Retail,17,Remote,21,5,2,1,1,0,2,2,2,4,1,1,Asia
EMP2434,58,1,Data Scientist,Manufacturing,26,Remote,36,8,5,1,1,0,0,2,2,5,0,1,Oceania
EMP2435,34,4,Designer,IT,30,Hybrid,42,10,5,1,1,1,1,4,1,2,0,3,Asia
EMP2436,50,3,Project Manager,Finance,17,Hybrid,42,4,4,3,2,0,0,1,0,3,1,1,Oceania
EMP2437,23,2,HR,Education,26,Hybrid,42,13,2,2,2,0,0,5,2,2,1,3,Europe
EMP2438,28,4,Project Manager,IT,14,Hybrid,45,9,2,1,2,0,2,2,2,3,0,3,Africa
EMP2439,57,4,Data Scientist,Retail,27,Hybrid,59,15,1,2,1,0,2,5,2,5,2,3,Africa
EMP2440,26,2,Sales,Finance,26,Onsite,32,8,5,1,1,0,2,5,2,2,1,1,Africa
EMP2441,44,4,Marketing,Consulting,14,Hybrid,47,14,1,3,0,0,2,3,1,1,1,3,South America
EMP2442,59,2,Sales,Retail,10,Onsite,44,0,5,3,3,0,0,3,0,2,0,3,South America
EMP2443,56,4,Sales,Healthcare,21,Remote,49,10,4,3,2,0,1,1,1,4,0,3,North America
EMP2444,45,2,Designer,Manufacturing,31,Remote,58,8,3,3,0,0,1,2,1,2,1,3,North America
EMP2445,22,4,Marketing,Healthcare,20,Hybrid,25,10,4,2,3,0,0,4,2,1,2,2,Oceania
EMP2446,38,3,Software Engineer,Healthcare,27,Hybrid,40,2,5,1,1,1,2,4,2,4,0,2,North America
EMP2447,43,3,Designer,Healthcare,1,Hybrid,27,8,5,3,2,0,2,3,2,1,0,1,Asia
EMP2448,52,3,Data Scientist,Retail,12,Remote,44,0,1,3,1,0,1,2,2,4,1,1,Africa
EMP2449,30,1,Data Scientist,Retail,20,Remote,57,7,5,3,3,0,1,5,1,3,0,3,South America
EMP2450,40,2,HR,IT,21,Onsite,60,5,5,2,1,1,1,1,0,2,0,2,Africa
EMP2451,32,4,Project Manager,Retail,26,Hybrid,53,14,2,3,0,0,1,3,2,5,1,1,South America
EMP2452,59,1,Sales,Consulting,9,Remote,27,8,3,1,0,0,0,1,2,2,2,2,South America
EMP2453,32,1,Designer,Retail,12,Hybrid,28,12,2,2,3,0,0,3,1,3,0,2,South America
EMP2454,53,1,Marketing,Healthcare,2,Hybrid,37,13,5,3,3,0,1,5,2,2,0,3,Africa
EMP2455,46,3,Designer,Education,22,Onsite,36,13,2,3,0,0,0,2,1,5,0,2,Africa
EMP2456,22,2,Software Engineer,Manufacturing,18,Onsite,22,5,2,3,2,1,1,1,0,3,1,2,North America
EMP2457,48,1,Project Manager,Manufacturing,33,Remote,46,15,1,3,0,1,0,4,1,4,0,3,North America
EMP2458,43,4,Software Engineer,Manufacturing,18,Onsite,59,3,1,2,2,1,2,1,2,2,2,3,South America
EMP2459,56,3,Marketing,IT,34,Onsite,24,8,3,1,0,0,1,3,2,2,1,2,Oceania
EMP2460,59,3,Marketing,Finance,26,Hybrid,47,7,5,2,3,1,1,3,0,2,0,2,Asia
EMP2461,30,4,Software Engineer,IT,1,Hybrid,36,0,3,2,1,1,0,2,0,5,0,2,Africa
EMP2462,45,2,Data Scientist,Finance,15,Remote,46,0,2,3,3,0,1,5,1,5,0,1,Asia
EMP2463,35,3,Sales,Finance,7,Remote,53,10,2,2,0,0,0,1,2,2,0,3,Europe
EMP2464,30,1,Software Engineer,IT,4,Hybrid,57,14,3,2,2,0,2,2,1,3,0,2,Europe
EMP2465,33,1,Marketing,Healthcare,25,Remote,49,11,3,3,2,1,1,2,1,5,0,3,Asia
EMP2466,54,1,HR,Finance,24,Hybrid,54,5,1,1,1,0,0,2,2,5,1,3,Europe
EMP2467,60,1,Data Scientist,Retail,33,Remote,23,7,4,2,2,1,0,2,2,3,2,3,Asia
EMP2468,51,1,HR,Manufacturing,6,Remote,23,6,4,2,1,1,2,4,2,2,2,3,Africa
EMP2469,55,3,Sales,Healthcare,26,Hybrid,45,12,5,3,0,1,2,3,1,2,2,2,Europe
EMP2470,41,3,Project Manager,Retail,31,Remote,21,12,2,3,1,1,2,2,2,1,1,1,Europe
EMP2471,30,1,Project Manager,Finance,10,Onsite,36,2,2,3,3,1,2,2,2,3,1,1,South America
EMP2472,44,4,Software Engineer,Retail,13,Onsite,52,7,3,3,1,0,0,5,1,5,1,3,Africa
EMP2473,48,1,Data Scientist,Healthcare,26,Onsite,50,0,3,2,1,0,2,5,2,5,1,3,Oceania
EMP2474,56,1,Data Scientist,Finance,17,Onsite,45,15,4,1,2,0,0,4,2,3,0,1,North America
EMP2475,43,2,Designer,IT,19,Hybrid,52,11,5,1,2,1,1,2,1,1,0,1,South America
EMP2476,37,2,Software Engineer,Manufacturing,8,Remote,49,3,2,3,0,0,2,3,0,4,1,1,Asia
EMP2477,36,3,Sales,IT,8,Remote,23,3,5,1,2,1,1,2,0,2,2,3,Europe
EMP2478,45,2,Marketing,IT,6,Hybrid,60,11,3,3,2,0,1,5,0,4,0,3,North America
EMP2479,23,1,HR,Consulting,11,Remote,49,13,3,2,2,0,2,2,2,2,0,3,Oceania
EMP2480,57,2,Sales,Finance,25,Hybrid,34,0,1,2,1,1,0,3,2,3,2,1,North America
EMP2481,43,1,Software Engineer,Education,11,Hybrid,31,12,2,1,0,1,1,5,2,5,2,1,South America
EMP2482,59,4,HR,IT,9,Hybrid,56,8,1,1,3,0,1,5,0,4,2,1,Asia
EMP2483,49,4,Project Manager,Finance,5,Remote,51,7,1,2,2,0,1,2,1,4,0,2,Oceania
EMP2484,24,1,Data Scientist,Finance,28,Hybrid,20,15,1,1,3,1,0,1,1,4,1,2,Africa
EMP2485,43,1,HR,Education,7,Remote,48,2,2,1,1,0,2,2,0,1,2,3,North America
EMP2486,50,3,Marketing,Healthcare,17,Hybrid,54,0,1,1,2,0,0,2,0,5,1,2,Oceania
EMP2487,37,4,Marketing,Finance,33,Onsite,36,6,2,2,2,0,2,2,1,2,1,1,North America
EMP2488,48,4,Software Engineer,Healthcare,7,Remote,36,9,5,1,3,0,0,4,2,1,0,1,Oceania
EMP2489,28,1,Project Manager,Consulting,18,Hybrid,39,15,1,2,0,1,0,4,0,1,1,3,Europe
EMP2490,48,1,Sales,Consulting,30,Hybrid,49,14,5,1,3,0,1,5,0,1,0,3,North America
EMP2491,45,2,Software Engineer,Healthcare,31,Hybrid,53,12,1,3,1,1,0,5,0,2,1,1,Europe
EMP2492,42,3,Marketing,Healthcare,9,Hybrid,50,15,3,2,0,0,1,4,2,3,2,1,Asia
EMP2493,56,3,HR,Healthcare,12,Remote,37,9,2,2,2,1,1,4,1,5,0,1,Asia
EMP2494,42,4,Designer,Healthcare,9,Remote,40,5,5,2,3,1,1,2,1,3,2,2,Asia
EMP2495,45,4,Project Manager,Education,16,Onsite,42,0,2,1,3,0,0,2,2,4,2,3,South America
EMP2496,31,2,Data Scientist,IT,20,Onsite,48,0,1,3,1,1,2,5,1,3,2,3,Asia
EMP2497,55,4,Software Engineer,Education,15,Onsite,41,15,3,1,1,0,0,4,1,5,1,3,Oceania
EMP2498,47,2,Project Manager,IT,19,Onsite,27,7,3,1,2,1,2,4,0,4,1,2,South America
EMP2499,56,1,Data Scientist,Healthcare,18,Remote,21,13,2,2,3,0,2,4,0,3,2,3,Oceania
EMP2500,56,4,Marketing,Finance,21,Hybrid,48,8,2,1,3,1,0,4,2,3,1,3,Oceania
EMP2501,34,2,Project Manager,Retail,23,Remote,48,0,1,2,3,0,0,4,0,2,2,3,Europe
EMP2502,57,4,Sales,Education,32,Hybrid,32,3,2,3,0,0,2,5,2,2,1,3,Asia
EMP2503,22,4,HR,Consulting,26,Hybrid,49,14,3,2,3,0,1,4,0,3,1,3,South America
EMP2504,57,2,Project Manager,Retail,25,Hybrid,44,0,3,2,3,1,2,2,0,5,1,2,Oceania
EMP2505,37,2,Designer,Education,26,Remote,23,7,5,3,3,1,0,4,2,3,1,1,Oceania
EMP2506,40,4,Sales,IT,25,Onsite,34,3,2,2,1,1,0,1,1,2,2,2,Oceania
EMP2507,30,4,Sales,Healthcare,16,Remote,50,2,2,1,3,0,1,2,0,1,0,1,South America
EMP2508,55,4,Marketing,IT,32,Onsite,35,7,5,2,0,0,1,2,2,3,1,1,Asia
EMP2509,49,1,Project Manager,IT,27,Onsite,35,15,1,2,1,0,0,5,1,4,2,3,Oceania
EMP2510,24,2,Software Engineer,Retail,6,Onsite,43,6,1,3,0,0,2,2,0,4,1,3,South America
EMP2511,56,4,Sales,Healthcare,27,Remote,20,15,1,1,0,0,0,2,2,3,1,3,Asia
EMP2512,23,3,Project Manager,Consulting,26,Onsite,29,9,4,2,3,0,2,2,1,3,1,1,Asia
EMP2513,28,2,Software Engineer,Manufacturing,26,Hybrid,26,9,5,3,2,1,1,5,0,4,0,2,Europe
EMP2514,29,1,Marketing,Consulting,6,Remote,38,1,1,3,0,0,1,5,0,2,1,2,North America
EMP2515,31,1,HR,IT,24,Remote,57,11,3,2,3,0,1,2,1,5,2,2,South America
EMP2516,27,1,Sales,Healthcare,23,Hybrid,58,3,3,3,3,1,0,5,2,4,1,2,North America
EMP2517,26,1,Software Engineer,Education,33,Remote,29,5,4,3,3,0,2,3,2,2,1,2,Africa
EMP2518,56,2,Data Scientist,Retail,20,Remote,53,3,5,1,3,0,1,2,2,3,2,1,Oceania
EMP2519,37,4,HR,Manufacturing,5,Onsite,41,4,5,1,1,0,1,5,1,1,1,1,Asia
EMP2520,40,3,Software Engineer,Finance,34,Remote,48,1,4,2,2,1,0,5,0,1,1,2,Africa
EMP2521,30,3,Data Scientist,Healthcare,25,Remote,20,15,3,1,3,1,2,1,2,3,0,1,Oceania
EMP2522,36,4,HR,Education,13,Hybrid,44,9,3,2,2,0,0,4,0,1,2,1,Europe
EMP2523,33,1,Project Manager,IT,4,Hybrid,33,5,5,3,2,0,0,5,1,2,1,1,Europe
EMP2524,55,2,HR,Healthcare,2,Remote,41,9,5,3,3,1,2,3,2,5,2,3,Europe
EMP2525,39,4,Designer,Manufacturing,13,Hybrid,30,2,5,3,2,0,2,2,0,4,0,1,Asia
EMP2526,25,1,Software Engineer,Finance,25,Remote,21,15,3,1,0,1,1,5,0,1,2,2,Asia
EMP2527,27,2,Marketing,Manufacturing,29,Onsite,22,8,3,3,2,1,0,4,1,5,2,3,North America
EMP2528,54,2,HR,Consulting,31,Hybrid,32,2,1,1,3,1,2,3,1,4,1,3,South America
EMP2529,35,4,HR,IT,31,Onsite,59,15,5,2,1,0,0,1,0,3,2,1,North America
EMP2530,43,3,Designer,Finance,17,Hybrid,22,14,2,2,2,1,0,4,0,4,0,3,Asia
EMP2531,52,3,Designer,Manufacturing,19,Hybrid,50,8,5,3,0,1,0,1,0,5,2,1,South America
EMP2532,34,4,Sales,Finance,27,Hybrid,49,2,1,3,0,0,1,3,1,2,2,3,South America
EMP2533,33,1,Data Scientist,Healthcare,6,Remote,24,12,4,1,0,0,0,3,1,1,1,1,South America
EMP2534,47,4,Marketing,Retail,17,Remote,49,8,3,1,2,0,2,5,1,4,1,1,Europe
EMP2535,49,4,Designer,Healthcare,12,Onsite,33,13,4,1,3,1,0,2,0,1,0,3,Africa
EMP2536,55,3,Software Engineer,IT,16,Remote,27,11,2,2,1,0,1,3,2,4,0,2,Asia
EMP2537,32,1,Project Manager,Retail,11,Hybrid,29,8,2,2,3,0,2,5,2,3,1,3,Oceania
EMP2538,56,3,HR,Education,30,Remote,30,10,4,2,3,1,0,5,0,1,1,3,Europe
EMP2539,22,1,Sales,Education,25,Onsite,24,8,3,1,2,1,1,2,2,1,1,2,North America
EMP2540,42,2,Marketing,Retail,22,Onsite,35,2,5,3,3,0,2,2,0,2,2,2,South America
EMP2541,23,3,Software Engineer,Manufacturing,26,Onsite,25,11,1,3,0,1,2,5,1,3,2,1,Africa
EMP2542,23,2,Designer,Education,34,Onsite,31,12,5,1,0,1,1,5,2,2,2,3,Europe
EMP2543,40,3,Software Engineer,Retail,24,Hybrid,57,4,2,2,2,1,0,4,2,3,0,1,Africa
EMP2544,54,4,Data Scientist,Healthcare,21,Remote,27,7,2,2,2,0,2,2,1,1,1,2,Europe
EMP2545,49,1,Marketing,Education,29,Hybrid,25,7,1,3,1,0,0,4,0,4,1,1,Africa
EMP2546,58,3,Software Engineer,Retail,8,Onsite,47,2,2,3,3,0,1,4,0,3,1,2,North America
EMP2547,60,4,Sales,Education,28,Onsite,22,12,5,1,3,0,2,2,1,1,1,3,Oceania
EMP2548,25,2,Sales,Education,22,Hybrid,39,13,2,2,2,0,1,3,1,4,1,1,South America
EMP2549,53,2,Designer,Consulting,1,Hybrid,47,4,2,2,3,1,1,3,0,2,0,1,Asia
EMP2550,48,2,Software Engineer,Education,9,Remote,50,13,2,1,3,0,0,2,2,5,0,1,Europe
EMP2551,34,3,Designer,Retail,17,Remote,20,12,2,3,1,1,2,3,2,1,1,1,Oceania
EMP2552,39,2,Sales,Manufacturing,3,Onsite,42,7,5,3,1,1,0,2,2,2,1,1,Oceania
EMP2553,24,3,Designer,Manufacturing,3,Remote,27,1,5,3,1,1,2,3,1,5,0,1,Africa
EMP2554,27,3,HR,Consulting,28,Remote,45,15,3,1,1,1,1,3,0,5,2,3,Oceania
EMP2555,23,1,Data Scientist,Manufacturing,25,Onsite,28,2,2,1,2,0,2,4,2,4,0,2,Africa
EMP2556,37,4,Software Engineer,Finance,18,Remote,47,14,1,3,0,0,2,1,1,4,2,1,Oceania
EMP2557,23,1,Data Scientist,IT,1,Onsite,39,0,4,3,2,1,0,2,2,4,1,3,North America
EMP2558,36,3,Marketing,IT,21,Onsite,37,6,1,1,2,0,2,4,2,5,1,3,Europe
EMP2559,27,1,Sales,Finance,32,Onsite,34,15,1,2,3,1,0,3,0,1,0,2,Oceania
EMP2560,39,1,Designer,Education,26,Remote,47,4,3,2,3,0,0,4,0,4,0,3,North America
EMP2561,51,1,Data Scientist,Retail,1,Onsite,24,13,4,3,2,1,1,5,0,1,0,2,North America
EMP2562,47,2,Data Scientist,Consulting,22,Onsite,27,14,2,1,0,1,2,5,0,4,0,3,Oceania
EMP2563,30,4,Data Scientist,Consulting,29,Onsite,23,4,4,3,2,1,1,5,2,1,0,2,South America
EMP2564,47,2,Project Manager,IT,6,Onsite,52,10,2,2,2,0,0,3,0,5,1,2,South America
EMP2565,48,3,Designer,Healthcare,5,Remote,31,13,3,3,2,1,1,3,0,1,1,2,Africa
